participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.contribution,player.subsession_id,player.group_id,player.payoff,group.id_in_subsession,group.total_contribution,group.individual_share,group.multiplier_group,group.endowment_group,group.number_group,group.subsession_id,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
3,hvdtr577,,0,34,33,payment_info,1,PaymentInfo,10.180.74.112,2018-04-24 17:22:44.350210+00:00,1,,,1232,1,100,17,18,177,2,177,177,2,100,2,17,1,qohhzpcv,,,,,,0
4,j97amf3c,,0,34,33,payment_info,1,PaymentInfo,10.51.158.205,2018-04-24 17:23:24.222134+00:00,1,,,1450,2,77,17,18,200,2,177,177,2,100,2,17,1,qohhzpcv,,,,,,0
5,vkmk7g22,,0,34,33,payment_info,1,PaymentInfo,10.146.232.248,2018-04-24 17:23:50.845623+00:00,1,,,1108,1,50,17,19,100,3,50,50,2,100,2,17,1,qohhzpcv,,,,,,0
6,jp6p69y8,,0,34,33,payment_info,1,PaymentInfo,10.101.207.111,2018-04-24 17:27:33.475184+00:00,1,,,1190,2,0,17,19,150,3,50,50,2,100,2,17,1,qohhzpcv,,,,,,0
7,1e8eyq9v,,0,34,33,payment_info,1,PaymentInfo,10.101.207.111,2018-04-24 17:28:02.019504+00:00,1,,,1150,1,0,17,20,100,4,0,0,2,100,2,17,1,qohhzpcv,,,,,,0
8,4w81ssgr,,0,34,33,payment_info,1,PaymentInfo,10.101.207.111,2018-04-24 17:28:13.287419+00:00,1,,,1150,2,0,17,20,100,4,0,0,2,100,2,17,1,qohhzpcv,,,,,,0
9,i0jhqq4t,,0,34,33,payment_info,1,PaymentInfo,10.101.219.132,2018-04-24 17:31:18.907124+00:00,1,,,1250,1,50,17,21,200,5,150,150,2,100,2,17,1,qohhzpcv,,,,,,0
10,bpmh3prn,,0,34,33,payment_info,1,PaymentInfo,10.51.225.173,2018-04-24 17:31:29.911282+00:00,1,,,1200,2,100,17,21,150,5,150,150,2,100,2,17,1,qohhzpcv,,,,,,0
1,bwqehdv2,,0,34,33,payment_info,1,PaymentInfo,10.5.221.41,2018-04-24 17:22:42.482744+00:00,1,,,1094,1,100,18,22,176,1,176,176,2,100,2,18,2,qohhzpcv,,,,,,0
2,8122yziu,,0,34,33,payment_info,1,PaymentInfo,10.93.210.26,2018-04-24 17:22:43.811035+00:00,1,,,1600,2,76,18,22,200,1,176,176,2,100,2,18,2,qohhzpcv,,,,,,0
3,hvdtr577,,0,34,33,payment_info,1,PaymentInfo,10.180.74.112,2018-04-24 17:22:44.350210+00:00,1,,,1232,1,100,18,23,155,2,155,155,2,100,2,18,2,qohhzpcv,,,,,,0
4,j97amf3c,,0,34,33,payment_info,1,PaymentInfo,10.51.158.205,2018-04-24 17:23:24.222134+00:00,1,,,1450,2,55,18,23,200,2,155,155,2,100,2,18,2,qohhzpcv,,,,,,0
5,vkmk7g22,,0,34,33,payment_info,1,PaymentInfo,10.146.232.248,2018-04-24 17:23:50.845623+00:00,1,,,1108,1,0,18,24,108,3,8,8,2,100,2,18,2,qohhzpcv,,,,,,0
6,jp6p69y8,,0,34,33,payment_info,1,PaymentInfo,10.101.207.111,2018-04-24 17:27:33.475184+00:00,1,,,1190,2,8,18,24,100,3,8,8,2,100,2,18,2,qohhzpcv,,,,,,0
7,1e8eyq9v,,0,34,33,payment_info,1,PaymentInfo,10.101.207.111,2018-04-24 17:28:02.019504+00:00,1,,,1150,1,50,18,25,150,4,100,100,2,100,2,18,2,qohhzpcv,,,,,,0
8,4w81ssgr,,0,34,33,payment_info,1,PaymentInfo,10.101.207.111,2018-04-24 17:28:13.287419+00:00,1,,,1150,2,50,18,25,150,4,100,100,2,100,2,18,2,qohhzpcv,,,,,,0
9,i0jhqq4t,,0,34,33,payment_info,1,PaymentInfo,10.101.219.132,2018-04-24 17:31:18.907124+00:00,1,,,1250,1,50,18,26,150,5,100,100,2,100,2,18,2,qohhzpcv,,,,,,0
10,bpmh3prn,,0,34,33,payment_info,1,PaymentInfo,10.51.225.173,2018-04-24 17:31:29.911282+00:00,1,,,1200,2,50,18,26,150,5,100,100,2,100,2,18,2,qohhzpcv,,,,,,0
1,bwqehdv2,,0,34,33,payment_info,1,PaymentInfo,10.5.221.41,2018-04-24 17:22:42.482744+00:00,1,,,1094,1,100,19,27,102,1,102,102,2,100,2,19,3,qohhzpcv,,,,,,0
2,8122yziu,,0,34,33,payment_info,1,PaymentInfo,10.93.210.26,2018-04-24 17:22:43.811035+00:00,1,,,1600,2,2,19,27,200,1,102,102,2,100,2,19,3,qohhzpcv,,,,,,0
3,hvdtr577,,0,34,33,payment_info,1,PaymentInfo,10.180.74.112,2018-04-24 17:22:44.350210+00:00,1,,,1232,1,100,19,28,200,2,200,200,2,100,2,19,3,qohhzpcv,,,,,,0
4,j97amf3c,,0,34,33,payment_info,1,PaymentInfo,10.51.158.205,2018-04-24 17:23:24.222134+00:00,1,,,1450,2,100,19,28,200,2,200,200,2,100,2,19,3,qohhzpcv,,,,,,0
5,vkmk7g22,,0,34,33,payment_info,1,PaymentInfo,10.146.232.248,2018-04-24 17:23:50.845623+00:00,1,,,1108,1,90,19,29,150,3,140,140,2,100,2,19,3,qohhzpcv,,,,,,0
6,jp6p69y8,,0,34,33,payment_info,1,PaymentInfo,10.101.207.111,2018-04-24 17:27:33.475184+00:00,1,,,1190,2,50,19,29,190,3,140,140,2,100,2,19,3,qohhzpcv,,,,,,0
7,1e8eyq9v,,0,34,33,payment_info,1,PaymentInfo,10.101.207.111,2018-04-24 17:28:02.019504+00:00,1,,,1150,1,50,19,30,150,4,100,100,2,100,2,19,3,qohhzpcv,,,,,,0
8,4w81ssgr,,0,34,33,payment_info,1,PaymentInfo,10.101.207.111,2018-04-24 17:28:13.287419+00:00,1,,,1150,2,50,19,30,150,4,100,100,2,100,2,19,3,qohhzpcv,,,,,,0
9,i0jhqq4t,,0,34,33,payment_info,1,PaymentInfo,10.101.219.132,2018-04-24 17:31:18.907124+00:00,1,,,1250,1,50,19,31,150,5,100,100,2,100,2,19,3,qohhzpcv,,,,,,0
