participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.contribution,player.subsession_id,player.group_id,player.payoff,group.id_in_subsession,group.total_contribution,group.individual_share,group.multiplier_group,group.endowment_group,group.number_group,group.subsession_id,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,c4s0z4gn,,0,0,33,,,,,,0,,,0,1,,10,10,0,1,,,,,,10,2,0gfzvl7c,,,,,,1
2,yrl8d90k,,0,0,33,,,,,,0,,,0,2,,10,10,0,1,,,,,,10,2,0gfzvl7c,,,,,,1
1,c4s0z4gn,,0,0,33,,,,,,0,,,0,1,,11,11,0,1,,,,,,11,3,0gfzvl7c,,,,,,1
2,yrl8d90k,,0,0,33,,,,,,0,,,0,2,,11,11,0,1,,,,,,11,3,0gfzvl7c,,,,,,1
1,c4s0z4gn,,0,0,33,,,,,,0,,,0,1,,12,12,0,1,,,,,,12,4,0gfzvl7c,,,,,,1
2,yrl8d90k,,0,0,33,,,,,,0,,,0,2,,12,12,0,1,,,,,,12,4,0gfzvl7c,,,,,,1
1,c4s0z4gn,,0,0,33,,,,,,0,,,0,1,,13,13,0,1,,,,,,13,5,0gfzvl7c,,,,,,1
2,yrl8d90k,,0,0,33,,,,,,0,,,0,2,,13,13,0,1,,,,,,13,5,0gfzvl7c,,,,,,1
1,c4s0z4gn,,0,0,33,,,,,,0,,,0,1,,14,14,0,1,,,,,,14,6,0gfzvl7c,,,,,,1
2,yrl8d90k,,0,0,33,,,,,,0,,,0,2,,14,14,0,1,,,,,,14,6,0gfzvl7c,,,,,,1
1,c4s0z4gn,,0,0,33,,,,,,0,,,0,1,,15,15,0,1,,,,,,15,7,0gfzvl7c,,,,,,1
2,yrl8d90k,,0,0,33,,,,,,0,,,0,2,,15,15,0,1,,,,,,15,7,0gfzvl7c,,,,,,1
1,c4s0z4gn,,0,0,33,,,,,,0,,,0,1,,16,16,0,1,,,,,,16,8,0gfzvl7c,,,,,,1
2,yrl8d90k,,0,0,33,,,,,,0,,,0,2,,16,16,0,1,,,,,,16,8,0gfzvl7c,,,,,,1
1,bwqehdv2,,0,34,33,payment_info,1,PaymentInfo,10.5.221.41,2018-04-24 17:22:42.482744+00:00,1,,,1094,1,100,17,17,104,1,104,104,2,100,2,17,1,qohhzpcv,,,,,,0
2,8122yziu,,0,34,33,payment_info,1,PaymentInfo,10.93.210.26,2018-04-24 17:22:43.811035+00:00,1,,,1600,2,4,17,17,200,1,104,104,2,100,2,17,1,qohhzpcv,,,,,,0
